DOI,Title,Creators
10.7910/dvn/wmvc4u/ifse2c,5c_persistence.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/s1rj2t,04_APC_Analysis_HAPC.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yg9cmf/cotrxk,readme.txt,Matthias Mader; Nils D. Steiner; Harald Schoen
10.7910/dvn/v294kt,Replication Data for: Assessing the relative influence of party unity on vote choice: Evidence from a conjoint experiment,Roni Lehrer
10.7910/dvn/wmvc4u/ttrgco,soep2repo_mean_local_pol_res_fe.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/iopu6q,Fig-C06.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/yhjucj/mylnjd,README.rtf,Marc Lerchenmueller
10.7910/dvn/wmvc4u/wqr05e,graphs.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/w4xwvu/wb7l53,hausnummern.tab,Thomas Gschwend; Sebastian Juhl; Roni Lehrer
10.7910/dvn/y5y6vd/aiiyvd,plotsFull_CCREM_lifecycle_1_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/ofsfrl,plotsFull_GAM_cohort_73.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yg9cmf/xvap9p,esem.inp,Matthias Mader; Nils D. Steiner; Harald Schoen
10.7910/dvn/wmvc4u/bpwh8j,soep2repo_l_mean_labgro_res_fe.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/tjgdan,plotsSub_GAM_cohort_Essentials_1.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/zfw6tn,"Replication data for: The life, death and diversity of pro-government militias: The fully revised pro-government militias database version 2.0",Sabine C. Carey; Neil J. Mitchell; Katrin Paula
10.7910/dvn/y5y6vd/33z8ij,renv.lock,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/o7pvxo,soep2repo_mean_unemployed_res_fe.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/mpp0t7,plotsFull_CCREM_cohort_241.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/7avwj6,plotsFull_CCREM_lifecycle_25_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/wysqq1,fig1c_appendix.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/rdkvny,plotsFull_CCREM_lifecycle_217.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/tmwjyl,Replication data for: Apples and Oranges? The Problem of Equivalence in Comparative Research,Daniel Stegmueller
10.7910/dvn/wmvc4u/xba7g6,soep2repo_longestpairs.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/tiumnc,Reproduction files for: Why is the AfD so successful in East Germany? An analysis of the ideational foundations of the AfD vote at the 2017 federal election,Matthias Mader; Maria Pesthy; Harald Schoen
10.7910/dvn/wmvc4u/6o1ric,5a_base_results_robustness.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/ewvbqq,plotsFull_GAM_cohort_121_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/v5aoxd/c6ldsv,cohen_between_strategy_and_protest_psrm_repl.zip,Denis Cohen
10.7910/dvn/wmvc4u/mozpzo,Fig-C04.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/8a6ndt,plotsFull_GAM_cohort_145.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/nrmldj,soep2repo_int_voting_res_iv.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/6cczyh,repo2soep_countypairs.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/ugfka0,html_list_GAM_Full_onlyInterviewed.Rdata,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/vj26bj,Popgrowth.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/7lrmtr,plotsSub_CCREM_cohort_Essentials_1.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/r9xr8h,debate.tab,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/rkvwnc,Replication Data for: Forecasting Migration Movements using Prediction Markets,Oliver Strijbis; Sandra Morgenstern
10.7910/dvn/tmwjyl/6brpey,plot_figure5.R,Daniel Stegmueller
10.7910/dvn/y5y6vd/hwbikg,plotsSub_GAM_cohort_DemImportant_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/ctjqmh,soep2repo_mean_local_pol_raw.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/fwazrm,plotsFull_GAM_cohort_217.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/f5vj8g,plotsFull_CCREM_lifecycle_217_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/yjllbe,fig1a_appendix.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/qwrvhb,Replication Data for: The Political Consequences of Wartime Sexual Violence. Evidence from a List Experiment,Belén González; Richard Traunmueller
10.7910/dvn/y5y6vd/wbnxss,plotsSub_GAM_cohort_Essentials_31_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/t2xfxg,Replication Data for: Candidate awareness in mixed-member electoral systems: A data-driven approach,Oliver Rittmann; Thomas Gschwend; Marie-Lou Sohnius
10.7910/dvn/u2591t,Replication Data for: The Gendered Costs of Stigma: How Experiences of Wartime Sexual Violence Encourage Civic Engagement for Women and Men,Carlo Koos; Richard Traunmüller
10.7910/dvn/y5y6vd/370nyc,plotsFull_GAM_cohort_25.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/odn5qq,soep2repo_mean_local_pol_res_iv.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/nnfuws,plotsFull_CCREM_cohort_193.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/ria2o1,plotsFull_GAM_cohort_145_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/gog3jq,fig3.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wmvc4u/ymlcyp,README.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/pzlou6,soep2repo_mean_pol_interest_raw.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/euylt7,plotsFull_GAM_cohort_217_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/yivlyv,html_list_CCREM_full_onlyInterviewed.Rdata,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/dpqzpd,figure4.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/umjljk,plotsSub_GAM_cohort_Essentials_16_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/qwpdqj/funtmj,README.txt,Will Lowe; Kenneth Benoit
10.7910/dvn/yg9cmf/uchfig,GLES_03_appendix.do,Matthias Mader; Nils D. Steiner; Harald Schoen
10.7910/dvn/y5y6vd/isuswh,plotsSub_CCREM_lifecycle_Essentials_16_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/qwpdqj,Replication data for: Validating estimates of latent traits from textual data using human judgement as a benchmark,Will Lowe; Kenneth Benoit
10.7910/dvn/wg8vck/jhhbdu,fig4.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/3jmspa,plotsSub_CCREM_cohort_Essentials_31.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/ncjr2l,Fig-C13.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/p49oeo,html_list_CCREM_sub.Rdata,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/cnwtqd,plotsFull_CCREM_cohort_121.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/kihgux,3_identify_kids.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/oiclfp,smoothness.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/jzxa57,soep2repo_mean_pol_interest_res_iv.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/nxkd2w,plotsFull_GAM_cohort_49.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/0pg4sy,ZA7500_v2-0-0.tab,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yfgxq3,Replication Data for: Precarious work and challenger parties: how precarity influenced vote choice in the 2018 Italian election,Elisabetta Girardi
10.7910/dvn/wmvc4u/vxfo78,Records_Requests_Regional.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/u2c4ku,5b_overtime_effects.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/gt0yjf,plotsFull_CCREM_lifecycle_1.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/tmwjyl/u7vwdt,models.lgs,Daniel Stegmueller
10.7910/dvn/wihaov,Reproduction Material for: Subjective Losers of Globalization,Nils D. Steiner; Matthias Mader; Harald Schoen
10.7910/dvn/yy7xbx/px0p7p,Directions_Replication.docx,Christoph Steinert
10.7910/dvn/q2wlfs,Unpacking the effects of burdensome state actions on citizens’ policy perceptions,Martin Sievert; Jonas Bruder
10.7910/dvn/wg8vck/bzoumk,germany.tab,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wg8vck/tdvvr0,germany.log,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wg8vck/os2mkf,fig1.r,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wg8vck/i0kigd,fig2a.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/yg9cmf/nkwbbm,GLES_01_clean_data.do,Matthias Mader; Nils D. Steiner; Harald Schoen
10.7910/dvn/y5y6vd/zkdnso,12_RegTables_onlyInterviewed.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/qnasjj/7sb6ot,2 define party labels.do,Matthias Mader; Nils D. Steiner
10.7910/dvn/y5y6vd/etmsdo,plotsFull_CCREM_cohort_193_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/y5ryer,plotsSub_CCREM_lifecycle_Essentials_31.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/vi5lpo,plotsSub_CCREM_lifecycle_Essentials_31_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/xee99u/xrtmto,01 README.txt,Nick Lin; Moritz Osnabrügge
10.7910/dvn/y5y6vd/x6uk6h,plotsFull_CCREM_lifecycle_145_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/vjqkpq/9lfmjc,figures.R,Will Lowe
10.7910/dvn/wg8vck/1vutwt,germany.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wutlh8,Replication Data for: How open lists undermine the electoral support of cohesive parties,Thomas Bräuninger; Thomas Däubler; Robert Huber; Lukas Rudolph
10.7910/dvn/y5y6vd/z4pthw,rHAPC.PNG,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/wmcjfg,figure3.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/ncoqfz,plotsSub_CCREM_cohort_Essentials_16_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/ysh360,"Replication Data for: Electoral Discrimination, Party Rationale, and the Underrepresentation of Immigrant-Origin Politicians",Daniel Auer
10.7910/dvn/y5y6vd/lp6sss,plotsFull_CCREM_cohort_241_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/y1kyvr,soep2repo_trust_strangers_raw.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/tmwjyl/1nalfd,genData.do,Daniel Stegmueller
10.7910/dvn/y5y6vd/tthtjr,16_RegTables_rHAPC_onlyInterviewed.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/zdidhr,Exit_Visa.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/urkllu,dataEVS_WVS.tab,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck,"Replication Data for It's Not Only What You Say, It's Also How You Say It: The Strategic Use of Campaign Sentiment",Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/8l6qcj,18_RegTables_rHAPC_Subsample_onlyInterviewed.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/xu1np2,plotsFull_CCREM_lifecycle_25.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/putwqp,2_merge_county_info.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/yz1smg,Records_Requests.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/xroq56,Fig-C05.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wg8vck/3xre1m,fig1b_appendix.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wmvc4u/ypujea,Polity_IV.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wg8vck/gbaw9s,fig5.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wg8vck/bwbspa,figure6.log,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/tmwjyl/8ircxl,plot_figure6.R,Daniel Stegmueller
10.7910/dvn/y5y6vd/0ulmg8,15_RegTables_rHAPC.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/4rtosc,01_MASTER.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yhjucj/cz4xjr,6.clinical_articles_90pct_genderdesig.tab,Marc Lerchenmueller
10.7910/dvn/y5y6vd/eynmwe,plotsFull_CCREM_cohort_217_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/xce9bt,plotsFull_CCREM_lifecycle_145.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/tmwjyl/4ca563,figure5_data.csv,Daniel Stegmueller
10.7910/dvn/s6h88q,"Project ""White Vote""",Klara Dentler
10.7910/dvn/qnasjj/grnyfe,1 main reproduction file.do,Matthias Mader; Nils D. Steiner
10.7910/dvn/wg8vck/mhid9a,sentiment2.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/ghiibw,plotsFull_CCREM_cohort_169.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/jzveb2,debate.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/jrlzp3,plotsSub_CCREM_cohort_Essentials_31_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/t0gdja,Manuscript.Rproj,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/zvwzlt,plotsFull_GAM_cohort_193_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/gmjcsm,Fig-C09.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/xee99u/rt6ds8,03 Lin_Osnabruegge_RAP_data.dta,Nick Lin; Moritz Osnabrügge
10.7910/dvn/tmwjyl/xz8kds,__Replications__.txt,Daniel Stegmueller
10.7910/dvn/yk8l4i,Pro-Government Militias Database 2.1,Sabine C. Carey; Neil J. Mitchell
10.7910/dvn/y5y6vd/fa2zfo,plotsSub_CCREM_lifecycle_Essentials_1_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/v4u3gk,html_list_GAM_Full.Rdata,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/bxsj46,plotsFull_GAM_cohort_1.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yy7xbx/jitopq,Replicationfile.do,Christoph Steinert
10.7910/dvn/qnasjj,Reproduction files for: Party institutionalization and intra-party preference homogeneity,Matthias Mader; Nils D. Steiner
10.7910/dvn/y5y6vd/yyhv2a,plotsSub_CCREM_cohort_DemImportant_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/0dzxyv,cons.csv,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wg8vck/oazjd1,fig5b.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wg8vck/jaxtxi,figure2.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/xee99u,Replication Data for: Making Comprehensible Speeches When Your Constituents Need It,Nick Lin; Moritz Osnabrügge
10.7910/dvn/wg8vck/rzha2u,sentiment.log,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wmvc4u/osqwzu,soep2repo_revenge_index_res_fe.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wg8vck/l4xr11,figure1_appendix.log,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/zli5kl,plotsSub_CCREM_cohort_DemImportant.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/uhncdn,figure4.log,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/v5aoxd,"Replication Data for: Between Strategy and Protest: How Policy Demand, Political Dissatisfaction and Strategic Incentives Matter for Far Right Voting",Denis Cohen
10.7910/dvn/wmvc4u/aqdthk,Fig-C14.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/yhjucj/qdjxkx,8.clinical_articles_80pct_genderdesig.tab,Marc Lerchenmueller
10.7910/dvn/y5y6vd/2gkqpt,plotsFull_CCREM_cohort_25.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/rq2fga,html_list_CCREM_sub_onlyInterviewed.Rdata,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/rkop5u,plotsFull_CCREM_lifecycle_121_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/kq8jgg,plotsFull_CCREM_cohort_169_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wg8vck/ftpmks,sentiment.do,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/b9kaaj,plotsFull_CCREM_cohort_73_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/kmcfqc,plotsFull_GAM_cohort_121.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/rcimsx,plotsSub_CCREM_cohort_Essentials_1_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/mfhvgi,plotsSub_GAM_cohort_Essentials_31.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/0zvqhr,14_RegTables_Subsample_onlyInterviewed.R,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/z7rqnu,Munidata.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/rnkpag,plotsFull_CCREM_cohort_1.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/y5y6vd/4ngkie,plotsFull_CCREM_lifecycle_97.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/qwmjq6,Crosswalk_Munis.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/q0qphk,soep2repo_mean_selfempl_res_fe.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/5upnmw,plotsSub_GAM_cohort_Essentials_16.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/ipdgmg,Fig-C16.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/wmvc4u/tejkc4,soep2repo_mean_pol_interest_res_fe.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/yhjucj/iunogv,10.Pubmed_research_core_analyses.do,Marc Lerchenmueller
10.7910/dvn/rb9ch9/emxgcr,replication.r,David Fortunato; Thomas König; Sven‐Oliver Proksch
10.7910/dvn/yhjucj/5e66cy,4.Clinical_research_core_analyses.do,Marc Lerchenmueller
10.7910/dvn/y5y6vd/htbgy2,html_list_GAM_Sub_onlyInterviewed.Rdata,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yg9cmf/iu9uil,readme.txt,Matthias Mader; Nils D. Steiner; Harald Schoen
10.7910/dvn/wg8vck/rtqmyf,figure2.log,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/y5y6vd/zszr5y,html_list_GAM_Sub.Rdata,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/yhjucj/v33sna,3.NLP_Nouns.py,Marc Lerchenmueller
10.7910/dvn/wg8vck/rwzhiy,fig2b.pdf,Indridi Indridason; Charles Crabtree; Matt Golder; Thomas Gschwend
10.7910/dvn/wmvc4u/rnnf9q,soep2repo_counties.tab,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/duzmpv,plotsFull_CCREM_cohort_1_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/8brdnl,repo2soep_countydata.do,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/w4xwvu/rfsque,replikation.R,Thomas Gschwend; Sebastian Juhl; Roni Lehrer
10.7910/dvn/y5y6vd/9bspdr,plotsSub_GAM_cohort_DemImportant.png,Alexander Wuttke; Gavras; Harald Schoen
10.7910/dvn/wmvc4u/j9suxg,Fig-C08.pdf,Andreas Lichter; Max Löffler; Sebastian Siegloch
10.7910/dvn/y5y6vd/ofakxf,plotsFull_CCREM_lifecycle_49_onlyInterviewed.png,Alexander Wuttke; Gavras; Harald Schoen
